Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HG01892	male	SAME123026	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00530	male	SAMEA3302635		French		West Eurasia (SGDP)	FrenchSGDP	Simons Genome Diversity Project
HG01922	female	SAME123787	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01897	male	SAME1840343	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01927	female	SAME123784	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01912	male	SAME1839779	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00857	female	SAMEA3302904		Mayan,Maya		America (SGDP),America (HGDP)	MayanSGDP,MayaHGDP	Simons Genome Diversity Project,HGDP Transcriptome
HG01934	male	SAME123589	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01917	male	SAME123235	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01939	female	SAME123592	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01924	female	SAME123785	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP01153	male	SAMEA3449876		Bergamo		West Eurasia (SGDP)	BergamoSGDP	Simons Genome Diversity Project
HG01941	male	SAME124149	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00852	female	SAMEA3302830		Surui		America (SGDP)	SuruiSGDP	Simons Genome Diversity Project
HGDP01172	female	SAMEA3302855		Bergamo		West Eurasia (SGDP)	BergamoSGDP	Simons Genome Diversity Project
HG01880	female	SAME1839109	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01883	female	SAME122848	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01885	male	SAME122844	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01948	female	SAME124144	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01950	male	SAME123977	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00153	female	SAME124594	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes phase 3 release
HG01955	female	SAME123979	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00158	female	SAME124585	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG01967	male	SAME124530	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01888	male	SAME122852	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00160	male	SAME124780	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG01936	female	SAME123591	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01890	male	SAME123028	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01943	male	SAME124151	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG01895	male	SAME1840349	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HGDP00915	female	SAMEA3302850		Mandenka		Africa (SGDP)	MandenkaSGDP	Simons Genome Diversity Project
HG01915	female	SAME1839757	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00235	female	SAME124122	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG01991	male	SAME124743	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00242	male	SAME123223	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02002	male	SAME123618	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00247	female	SAME123220	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02014	male	SAME123448	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00254	female	SAME123050	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG00259	female	SAME123056	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG00261	female	SAME123583	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02282	female	SAME1840177	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02287	female	SAME123755	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02299	male	SAME1839994	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02302	male	SAME124279	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00103	male	SAME125151	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02307	male	SAME1839535	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00108	male	SAME125161	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02143	male	SAME1839628	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00110	female	SAME125339	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02148	female	SAME1839697	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00115	male	SAME125344	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02150	male	SAME1839407	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02090	male	SAME124651	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00122	female	SAME122876	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02095	female	SAME1839064	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00127	female	SAME122871	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02278	female	SAME1840367	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00134	female	SAME123067	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02280	female	SAME1840096	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00139	male	SAME123060	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02285	male	SAME122914	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00141	male	SAME124395	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02292	female	SAME1839943	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00146	female	SAME124390	GBR	British	EUR	European Ancestry	GBR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release,Geuvadis
HG02054	female	SAME1839538	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02300	male	SAME1839856	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02146	male	SAME1839613	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02052	female	SAME1839545	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02218	female	SAME1839820	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38
HG02220	female	SAME123715	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02254	female	SAME1839344	PEL	Peruvian	AMR	American Ancestry	PEL	
HG02259	male	SAME1839319	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02105	female	SAME123873	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02261	male	SAME1839134	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02266	female	SAME1839110	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02273	female	SAME1840309	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02108	female	SAME1840201	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02225	female	SAME1839576	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00552	male	SAME124253	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02232	female	SAME1839374	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02237	female	SAME123519	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02256	female	SAME1839332	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02312	female	SAME1839684	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02275	female	SAME1840376	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02317	male	SAME1839656	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02343	male	SAME1839091	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02612	male	SAME1840394	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02223	female	SAME1839584	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02624	female	SAME1840259	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02230	female	SAME1839383	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02629	female	SAME1840230	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02235	female	SAME123521	IBS	Iberian	EUR	European Ancestry	IBS	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02636	male	SAME1840017	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02643	female	SAME1839785	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG00639	female	SAME123650	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02559	female	SAME1840052	ACB	African Caribbean	AFR	African Ancestry	ACB	
HG00641	female	SAME123435	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG02561	male	SAME1839838	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02704	female	SAME1840134	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02573	male	SAME1839567	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02716	female	SAME1839981	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02580	female	SAME1839366	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02723	female	SAME1839742	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02585	male	SAME1839418	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02610	male	SAME1840405	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02615	female	SAME1840380	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02667	female	SAME1839384	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02622	female	SAME1840185	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02679	female	SAME1839471	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02634	male	SAME1840031	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02646	female	SAME1839770	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02557	male	SAME1840061	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02415	female	SAME1839263	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38
HG02569	male	SAME1839892	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02427	female	SAME1839036	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02571	female	SAME1839577	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02439	male	SAME1840297	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02583	female	SAME1839429	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG01048	male	SAME123169	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG02465	female	SAME1839973	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02588	male	SAME1839404	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG01050	female	SAME123180	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02477	female	SAME1839710	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02590	male	SAME1839222	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG01055	female	SAME123638	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,1000 Genomes phase 1 release
HG02484	male	SAME1839858	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02595	female	SAME1839204	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG01062	female	SAME123014	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02489	male	SAME1839546	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02420	male	SAME1839320	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02425	female	SAME1839043	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02496	male	SAME1839688	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02449	male	SAME1840404	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02511	female	SAME1839150	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02451	female	SAME1840138	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02463	male	SAME1839983	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02547	male	SAME1839930	ACB	African Caribbean	AFR	African Ancestry	ACB	
HG02348	female	SAME1839063	PEL	Peruvian	AMR	American Ancestry	PEL	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG00735	female	SAME123042	PUR	Puerto Rican	AMR	American Ancestry	PUR	1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
HG02554	male	SAME1840075	ACB	African Caribbean	AFR	African Ancestry	ACB	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release
